conv_id,original_labels,top_3_emotions_responses,top_1_emotion_responses,position_of_original_label
hit:8474_conv:16948,disappointed,"['sad', ' disappointed', ' sympathetic']",sad,2.0
hit:4067_conv:8134,surprised,"['excited', ' amused', ' nostalgic']",excited,
hit:4113_conv:8227,excited,"['excited', 'hopeful', 'content']",excited,1.0
hit:5545_conv:11091,sad,"['devastated', ' sad', ' hopeful']",devastated,2.0
hit:697_conv:1395,anticipating,"['excited', ' hopeful', ' angry']",excited,
hit:2762_conv:5524,apprehensive,"['anxious', 'afraid', 'concerned']",anxious,
hit:2954_conv:5908,hopeful,"['excited', ' grateful', ' curious']",excited,
hit:3086_conv:6173,hopeful,"['excited', 'hopeful', 'hungry']",excited,2.0
hit:6298_conv:12597,anxious,"['anxious', ' hopeful', ' amused']",anxious,1.0
hit:12051_conv:24102,embarrassed,"['embarrassed', ' grateful', ' amused']",embarrassed,1.0
hit:1589_conv:3179,guilty,"['sad', 'grateful', 'ashamed']",sad,
hit:2954_conv:5908,hopeful,"['bored', ' disappointed', ' hopeful']",bored,3.0
hit:4524_conv:9048,anticipating,"['excited', 'hopeful', 'content']",excited,
hit:9219_conv:18438,embarrassed,"['embarrassed', ' anxious', ' ashamed']",embarrassed,1.0
hit:11475_conv:22951,anticipating,"['excited', 'hopeful', 'proud']",excited,
hit:5237_conv:10475,furious,"['angry', 'disappointed', 'surprised']",angry,
hit:8233_conv:16466,proud,"['proud', 'hopeful', 'sad']",proud,1.0
hit:913_conv:1826,afraid,"['terrified', 'surprised', 'anxious']",terrified,
hit:9219_conv:18438,embarrassed,"['confident', ' hopeful', ' trusting']",confident,
hit:10692_conv:21385,faithful,"['proud', ' anxious', ' relieved']",proud,
hit:11194_conv:22389,ashamed,"['guilty', 'sad', 'embarrassed']",guilty,
hit:3324_conv:6648,jealous,"['jealous', 'regretful', 'disappointed']",jealous,1.0
hit:4561_conv:9122,joyful,"['joyful', ' proud', ' grateful']",joyful,1.0
hit:8029_conv:16058,annoyed,"['disgusted', 'annoyed', 'sad']",disgusted,2.0
hit:3440_conv:6881,sentimental,"['nostalgic', 'content', 'hopeful']",nostalgic,
hit:5054_conv:10108,hopeful,"['hopeful', 'content', 'indifferent']",hopeful,1.0
hit:5107_conv:10215,devastated,"['devastated', ' sad', ' nostalgic']",devastated,1.0
hit:8029_conv:16058,annoyed,"['angry', 'sad', 'annoyed']",angry,3.0
hit:9765_conv:19530,sad,"['sad', ' grateful', ' hopeful']",sad,1.0
hit:10707_conv:21414,anticipating,"['excited', 'anticipating', 'hopeful']",excited,2.0
hit:3728_conv:7457,anticipating,"['excited', ' proud', ' surprised']",excited,
hit:5107_conv:10215,devastated,"['hopeful', ' confident', ' caring']",hopeful,
hit:6330_conv:12660,content,"['content', 'hopeful', 'relaxed']",content,1.0
hit:6995_conv:13991,afraid,"['excited', 'hopeful', 'nostalgic']",excited,
hit:9903_conv:19806,anxious,"['sad', ' hopeful', ' inspired']",sad,
hit:10707_conv:21414,anticipating,"['excited', 'proud', 'hopeful']",excited,
hit:3538_conv:7077,furious,"['angry', 'sad', 'annoyed']",angry,
hit:4910_conv:9820,afraid,"['anxious', ' concerned', ' caring']",anxious,
hit:6858_conv:13717,impressed,"['surprised', 'sad', 'proud']",surprised,
hit:8330_conv:16660,annoyed,"['frustrated', ' disappointed', ' annoyed']",frustrated,3.0
hit:3647_conv:7295,nostalgic,"['nostalgic', ' sentimental', ' joyful']",nostalgic,1.0
hit:4587_conv:9175,surprised,"['grateful', ' surprised', ' joyful']",grateful,2.0
hit:4889_conv:9778,angry,"['terrified', ' angry', ' relieved']",terrified,2.0
hit:4910_conv:9820,afraid,"['sad', ' hopeful', ' caring']",sad,
hit:6868_conv:13737,jealous,"['angry', 'sad', 'disappointed']",angry,
hit:1017_conv:2034,disappointed,"['disappointed', 'sad', 'grateful']",disappointed,1.0
hit:2120_conv:4241,confident,"['happy', ' content', ' hopeful']",happy,
hit:4291_conv:8583,annoyed,"['annoyed', 'angry', 'frustrated']",annoyed,1.0
hit:4868_conv:9736,joyful,"['excited', 'hopeful', 'content']",excited,
hit:8111_conv:16223,content,"['grateful', ' joyful', ' proud']",grateful,
hit:1407_conv:2815,afraid,"['worried', 'sympathetic', 'concerned']",worried,
hit:2113_conv:4227,prepared,"['excited', 'grateful', 'hopeful']",excited,
hit:2961_conv:5923,annoyed,"['bored', 'annoyed', 'sad']",bored,2.0
hit:4291_conv:8583,annoyed,"['annoyed', 'curious', 'surprised']",annoyed,1.0
hit:801_conv:1602,anxious,"['excited', 'content', 'grateful']",excited,
hit:12236_conv:24473,confident,"['excited', ' hopeful', ' grateful']",excited,
hit:1407_conv:2815,afraid,"['concerned', ' hopeful', ' caring']",concerned,
hit:5226_conv:10452,anticipating,"['excited', ' hopeful', ' content']",excited,
hit:6819_conv:13638,terrified,"['afraid', 'anxious', 'concerned']",afraid,
hit:9057_conv:18114,guilty,"['guilty', ' grateful', ' caring']",guilty,1.0
hit:11141_conv:22282,impressed,"['proud', 'excited', 'hopeful']",proud,
hit:5175_conv:10350,content,"['content', 'hopeful', 'caring']",content,1.0
hit:6746_conv:13492,prepared,"['excited', 'hopeful', 'content']",excited,
hit:7191_conv:14382,annoyed,"['annoyed', ' surprised', ' amused']",annoyed,1.0
hit:9057_conv:18114,guilty,"['happy', ' hopeful', ' apprehensive']",happy,
hit:11141_conv:22282,impressed,"['surprised', 'excited', 'happy']",surprised,
hit:11741_conv:23482,disgusted,"['surprised', ' disgusted', ' hopeful']",surprised,2.0
hit:261_conv:523,disappointed,"['disappointed', ' annoyed', ' hopeful']",disappointed,1.0
hit:7383_conv:14767,prepared,"['happy', ' content', ' interested']",happy,
hit:9066_conv:18132,confident,"['hopeful', ' grateful', ' anticipating']",hopeful,
hit:11236_conv:22473,confident,"['proud', ' excited', ' joyful']",proud,
hit:3302_conv:6605,hopeful,"['disappointed', 'hopeful', 'content']",disappointed,2.0
hit:5429_conv:10858,disgusted,"['grateful', ' excited', ' joyful']",grateful,
hit:7385_conv:14770,apprehensive,"['anxious', ' hopeful', ' afraid']",anxious,
hit:8210_conv:16421,prepared,"['proud', 'excited', 'hopeful']",proud,
hit:11784_conv:23569,disgusted,"['disgusted', 'surprised', 'amused']",disgusted,1.0
hit:5429_conv:10858,disgusted,"['disgusted', 'sad', 'annoyed']",disgusted,1.0
hit:6308_conv:12616,devastated,"['sad', ' surprised', ' grateful']",sad,
hit:6747_conv:13494,grateful,"['grateful', ' hopeful', ' caring']",grateful,1.0
hit:7383_conv:14766,annoyed,"['annoyed', 'frustrated', 'amused']",annoyed,1.0
hit:1779_conv:3558,afraid,"['afraid', 'anxious', 'terrified']",afraid,1.0
hit:2251_conv:4502,ashamed,"['ashamed', 'sad', 'guilty']",ashamed,1.0
hit:5032_conv:10064,embarrassed,"['proud', ' confident', ' impressed']",proud,
hit:5833_conv:11667,hopeful,"['grateful', ' hopeful', ' sad']",grateful,2.0
hit:7383_conv:14766,annoyed,"['surprised', 'relieved', 'content']",surprised,
hit:1043_conv:2086,trusting,"['anxious', ' hopeful', ' worried']",anxious,
hit:1200_conv:2401,angry,"['sad', ' hopeful', ' relieved']",sad,
hit:2253_conv:4507,angry,"['sad', 'annoyed', 'hopeful']",sad,
hit:5032_conv:10064,embarrassed,"['proud', ' excited', ' impressed']",proud,
hit:6655_conv:13310,angry,"['angry', 'furious', 'relieved']",angry,1.0
hit:6902_conv:13804,terrified,"['afraid', 'anxious', 'relieved']",afraid,
hit:11417_conv:22834,impressed,"['excited', 'impressed', 'proud']",excited,2.0
hit:4326_conv:8652,sad,"['sad', ' hopeful', ' nostalgic']",sad,1.0
hit:6056_conv:12113,furious,"['angry', 'sad', 'surprised']",angry,
hit:6495_conv:12990,devastated,"['devastated', ' shocked', ' betrayed']",devastated,1.0
hit:6902_conv:13804,terrified,"['afraid', ' anxious', ' caring']",afraid,
hit:11417_conv:22834,impressed,"['impressed', 'excited', 'hopeful']",impressed,1.0
hit:1588_conv:3177,annoyed,"['annoyed', ' angry', ' disappointed']",annoyed,1.0
hit:1982_conv:3964,prepared,"['grateful', 'anticipating', 'relieved']",grateful,
hit:3811_conv:7622,surprised,"['excited', ' surprised', ' grateful']",excited,2.0
hit:9596_conv:19192,terrified,"['afraid', 'anxious', 'surprised']",afraid,
hit:11695_conv:23390,faithful,"['joyful', ' proud', ' loving']",joyful,
hit:12300_conv:24600,sad,"['angry', 'sad', 'disgusted']",angry,2.0
hit:1982_conv:3964,prepared,"['surprised', ' hopeful', ' proud']",surprised,
hit:5688_conv:11376,proud,"['proud', 'surprised', 'sentimental']",proud,1.0
hit:812_conv:1624,prepared,"['excited', 'hopeful', 'confident']",excited,
hit:9654_conv:19308,proud,"['impressed', 'excited', 'hopeful']",impressed,
hit:11695_conv:23390,faithful,"['proud', ' happy', ' impressed']",proud,
hit:12057_conv:24115,embarrassed,"['embarrassed', ' angry', ' surprised']",embarrassed,1.0
hit:1976_conv:3953,furious,"['afraid', 'anxious', 'guilty']",afraid,
hit:7393_conv:14786,confident,"['proud', ' excited', ' grateful']",proud,
hit:9225_conv:18451,ashamed,"['annoyed', ' disappointed', ' embarrassed']",annoyed,
hit:6734_conv:13469,anxious,"['anxious', 'worried', 'hopeful']",anxious,1.0
hit:7666_conv:15333,excited,"['excited', ' relieved', ' grateful']",excited,1.0
hit:8157_conv:16314,surprised,"['surprised', 'excited', 'hopeful']",surprised,1.0
hit:8252_conv:16505,terrified,"['terrified', ' anxious', ' amused']",terrified,1.0
hit:9225_conv:18451,ashamed,"['surprised', 'embarrassed', 'sad']",surprised,
hit:5775_conv:11550,proud,"['excited', ' proud', ' content']",excited,2.0
hit:7579_conv:15158,proud,"['proud', ' excited', ' hopeful']",proud,1.0
hit:7666_conv:15333,excited,"['excited', ' grateful', ' joyful']",excited,1.0
hit:8056_conv:16112,afraid,"['anxious', 'sad', 'disgusted']",anxious,
hit:8183_conv:16366,confident,"['excited', ' hopeful', ' grateful']",excited,
hit:10193_conv:20386,sentimental,"['nostalgic', ' hopeful', ' grateful']",nostalgic,
hit:2165_conv:4330,anxious,"['proud', ' annoyed', ' angry']",proud,
hit:4156_conv:8312,angry,"['angry', ' annoyed', ' frustrated']",angry,1.0
hit:4557_conv:9114,jealous,"['jealous', 'anxious', 'understanding']",jealous,1.0
hit:7594_conv:15188,disgusted,"['disgusted', ' surprised', ' angry']",disgusted,1.0
hit:10267_conv:20535,devastated,"['devastated', ' furious', ' afraid']",devastated,1.0
hit:11922_conv:23844,annoyed,"['annoyed', 'sad', 'frustrated']",annoyed,1.0
hit:1539_conv:3079,apprehensive,"['anxious', ' afraid', ' hopeful']",anxious,
hit:2165_conv:4330,anxious,"['hopeful', ' annoyed', ' disappointed']",hopeful,
hit:2841_conv:5683,faithful,"['proud', 'excited', 'hopeful']",proud,
hit:10267_conv:20535,devastated,"['devastated', ' sad', ' empathetic']",devastated,1.0
hit:2571_conv:5143,anxious,"['anxious', ' hopeful', ' amused']",anxious,1.0
hit:3860_conv:7720,hopeful,"['confident', 'hopeful', 'grateful']",confident,2.0
hit:6652_conv:13305,jealous,"['disappointed', ' jealous', ' proud']",disappointed,2.0
hit:6879_conv:13758,annoyed,"['disappointed', ' frustrated', ' annoyed']",disappointed,3.0
hit:715_conv:1431,embarrassed,"['embarrassed', 'anxious', 'surprised']",embarrassed,1.0
hit:10538_conv:21077,disgusted,"['disgusted', ' afraid', ' surprised']",disgusted,1.0
hit:6163_conv:12326,grateful,"['grateful', ' content', ' nostalgic']",grateful,1.0
hit:715_conv:1431,embarrassed,"['embarrassed', ' afraid', ' surprised']",embarrassed,1.0
hit:7219_conv:14438,caring,"['proud', 'grateful', 'content']",proud,
hit:8589_conv:17179,afraid,"['concerned', 'sad', 'surprised']",concerned,
hit:1357_conv:2714,joyful,"['excited', 'hopeful', 'content']",excited,
hit:2520_conv:5041,jealous,"['excited', ' hopeful', ' impressed']",excited,
hit:7057_conv:14114,disgusted,"['disgusted', 'excited', 'amused']",disgusted,1.0
hit:7937_conv:15875,furious,"['angry', 'furious', 'disgusted']",angry,2.0
hit:8589_conv:17179,afraid,"['afraid', 'sad', 'surprised']",afraid,1.0
hit:12271_conv:24543,anxious,"['anxious', ' hopeful', ' worried']",anxious,1.0
hit:2520_conv:5041,jealous,"['excited', ' grateful', ' anticipating']",excited,
hit:5169_conv:10339,angry,"['worried', ' furious', ' hopeful']",worried,
hit:6276_conv:12552,terrified,"['afraid', ' relieved', ' grateful']",afraid,
hit:6836_conv:13673,disappointed,"['disappointed', 'sad', 'frustrated']",disappointed,1.0
hit:7389_conv:14778,grateful,"['excited', 'hopeful', 'grateful']",excited,3.0
hit:11543_conv:23086,lonely,"['lonely', ' understanding', ' accepting']",lonely,1.0
hit:2982_conv:5965,caring,"['sad', 'annoyed', 'concerned']",sad,
hit:3767_conv:7534,lonely,"['lonely', ' impressed', ' afraid']",lonely,1.0
hit:6836_conv:13673,disappointed,"['disappointed', 'sad', 'hopeful']",disappointed,1.0
hit:7829_conv:15658,prepared,"['hopeful', ' prepared', ' anxious']",hopeful,2.0
hit:2552_conv:5104,terrified,"['afraid', 'embarrassed', 'proud']",afraid,
hit:2982_conv:5965,caring,"['sad', ' empathetic', ' caring']",sad,3.0
hit:5323_conv:10647,excited,"['excited', 'hopeful', 'grateful']",excited,1.0
hit:6878_conv:13756,surprised,"['grateful', 'excited', 'hopeful']",grateful,
hit:8843_conv:17687,annoyed,"['annoyed', 'disappointed', 'hopeful']",annoyed,1.0
hit:1513_conv:3026,lonely,"['sad', ' lonely', ' grateful']",sad,2.0
hit:2929_conv:5858,apprehensive,"['angry', ' annoyed', ' disappointed']",angry,
hit:4443_conv:8886,nostalgic,"['nostalgic', ' hopeful', ' anxious']",nostalgic,1.0
hit:5711_conv:11423,anxious,"['anxious', ' hopeful', ' content']",anxious,1.0
hit:6878_conv:13756,surprised,"['excited', ' anticipating', ' joyful']",excited,
hit:1299_conv:2599,grateful,"['sad', 'anxious', 'relieved']",sad,
hit:4097_conv:8195,proud,"['excited', ' hopeful', ' proud']",excited,3.0
hit:4808_conv:9617,sad,"['sad', ' nostalgic', ' caring']",sad,1.0
hit:5492_conv:10984,grateful,"['grateful', ' hopeful', ' anxious']",grateful,1.0
hit:6562_conv:13124,proud,"['proud', 'happy', 'excited']",proud,1.0
hit:12220_conv:24441,sentimental,"['nostalgic', ' hopeful', ' surprised']",nostalgic,
hit:1299_conv:2599,grateful,"['afraid', 'grateful', 'worried']",afraid,2.0
hit:1517_conv:3034,sad,"['sad', ' angry', ' confused']",sad,1.0
hit:4424_conv:8849,guilty,"['proud', ' amused', ' envious']",proud,
hit:8450_conv:16901,annoyed,"['annoyed', 'sad', 'frustrated']",annoyed,1.0
hit:11063_conv:22127,trusting,"['grateful', ' afraid', ' hopeful']",grateful,
hit:12220_conv:24441,sentimental,"['sad', ' relieved', ' nostalgic']",sad,
hit:2255_conv:4511,guilty,"['guilty', 'sad', 'embarrassed']",guilty,1.0
hit:7811_conv:15623,angry,"['anxious', ' hopeful', ' curious']",anxious,
hit:9676_conv:19353,apprehensive,"['sad', 'lonely', 'disappointed']",sad,
hit:4505_conv:9011,trusting,"['impressed', ' proud', ' disappointed']",impressed,
hit:5325_conv:10650,nostalgic,"['nostalgic', ' hopeful', ' excited']",nostalgic,1.0
hit:5388_conv:10777,lonely,"['content', ' relieved', ' hopeful']",content,
hit:7039_conv:14079,nostalgic,"['excited', 'happy', 'inviting']",excited,
hit:7811_conv:15623,angry,"['frustrated', 'sad', 'disappointed']",frustrated,
hit:11247_conv:22494,trusting,"['joyful', 'jealous', 'content']",joyful,
hit:11488_conv:22976,devastated,"['disappointed', ' sad', ' frustrated']",disappointed,
hit:5388_conv:10777,lonely,"['happy', ' grateful', ' embarrassed']",happy,
hit:8268_conv:16537,angry,"['angry', 'annoyed', 'surprised']",angry,1.0
hit:8268_conv:16537,angry,"['angry', 'stressed', 'disgusted']",angry,1.0
hit:8297_conv:16595,caring,"['proud', 'sad', 'angry']",proud,
hit:9680_conv:19361,proud,"['proud', ' excited', ' joyful']",proud,1.0
hit:987_conv:1974,grateful,"['sad', ' hopeful', ' grateful']",sad,3.0
hit:10300_conv:20601,embarrassed,"['embarrassed', 'sad', 'anxious']",embarrassed,1.0
hit:10952_conv:21905,sentimental,"['nostalgic', ' joyful', ' amused']",nostalgic,
hit:9137_conv:18275,guilty,"['sad', ' grateful', ' hopeful']",sad,
hit:9677_conv:19355,lonely,"['sad', 'lonely', 'hopeful']",sad,2.0
hit:9680_conv:19361,proud,"['excited', ' anticipating', ' cheerful']",excited,
hit:2602_conv:5205,caring,"['grateful', ' hopeful', ' proud']",grateful,
hit:5197_conv:10394,proud,"['proud', 'excited', 'hopeful']",proud,1.0
hit:5583_conv:11167,apprehensive,"['afraid', 'sad', 'anxious']",afraid,
hit:6866_conv:13732,impressed,"['surprised', ' impressed', ' excited']",surprised,2.0
hit:9455_conv:18911,afraid,"['anxious', ' afraid', ' worried']",anxious,2.0
hit:3313_conv:6626,disgusted,"['disgusted', ' angry', ' disappointed']",disgusted,1.0
hit:4720_conv:9440,sad,"['addicted', ' sad', ' amused']",addicted,2.0
hit:6289_conv:12579,angry,"['annoyed', ' disgusted', ' surprised']",annoyed,
hit:9104_conv:18208,content,"['content', ' hopeful', ' envious']",content,1.0
hit:9455_conv:18911,afraid,"['worried', 'surprised', 'hopeful']",worried,
hit:10828_conv:21657,disappointed,"['disappointed', 'sad', ' hopeful']",disappointed,1.0
hit:11797_conv:23595,lonely,"['sad', 'excited', 'lonely']",sad,3.0
hit:2195_conv:4391,nostalgic,"['nostalgic', ' disgusted', ' hopeful']",nostalgic,1.0
hit:3873_conv:7747,content,"['proud', 'hopeful', 'relieved']",proud,
hit:6289_conv:12579,angry,"['angry', 'annoyed', 'surprised']",angry,1.0
hit:10599_conv:21199,guilty,"['guilty', ' anxious', ' relieved']",guilty,1.0
hit:4953_conv:9907,embarrassed,"['embarrassed', ' surprised', ' sympathetic']",embarrassed,1.0
hit:6824_conv:13649,annoyed,"['angry', ' outraged', ' hopeful']",angry,
hit:7284_conv:14569,surprised,"['proud', ' excited', ' impressed']",proud,
hit:6638_conv:13276,joyful,"['excited', 'hopeful', 'proud']",excited,
hit:6968_conv:13936,hopeful,"['hopeful', 'excited', 'content']",hopeful,1.0
hit:7542_conv:15084,terrified,"['afraid', 'sad', 'disgusted']",afraid,
hit:8398_conv:16797,excited,"['excited', ' grateful', ' content']",excited,1.0
hit:8622_conv:17244,furious,"['angry', ' understanding', ' hopeful']",angry,
hit:3240_conv:6481,content,"['content', ' relaxed', ' peaceful']",content,1.0
hit:4330_conv:8660,sad,"['hopeful', 'sad', 'grateful']",hopeful,2.0
hit:5454_conv:10909,nostalgic,"['nostalgic', ' surprised', ' hopeful']",nostalgic,1.0
hit:6968_conv:13936,hopeful,"['disappointed', 'sad', 'annoyed']",disappointed,
hit:9370_conv:18740,prepared,"['proud', ' impressed', ' excited']",proud,
hit:3240_conv:6481,content,"['content', ' joyful', ' amused']",content,1.0
hit:537_conv:1075,surprised,"['surprised', 'hopeful', 'excited']",surprised,1.0
hit:8343_conv:16687,apprehensive,"['disappointed', 'sad', 'hopeful']",disappointed,
hit:8631_conv:17263,angry,"['angry', ' disappointed', ' embarrassed']",angry,1.0
hit:8724_conv:17448,proud,"['proud', ' hopeful', ' grateful']",proud,1.0
hit:12003_conv:24006,terrified,"['afraid', ' worried', ' relieved']",afraid,
hit:3260_conv:6520,caring,"['proud', ' grateful', ' caring']",proud,3.0
hit:4308_conv:8617,guilty,"['sad', ' guilty', ' nostalgic']",sad,2.0
hit:4569_conv:9138,embarrassed,"['grateful', ' relieved', ' concerned']",grateful,
hit:8631_conv:17263,angry,"['disappointed', ' frustrated', ' angry']",disappointed,3.0
hit:11196_conv:22393,impressed,"['excited', 'hopeful', 'content']",excited,
hit:11779_conv:23559,content,"['content', ' grateful', ' hopeful']",content,1.0
hit:4004_conv:8008,anticipating,"['excited', 'anxious', 'happy']",excited,
hit:4308_conv:8617,guilty,"['proud', ' grateful', ' caring']",proud,
hit:4891_conv:9783,joyful,"['hopeful', ' confident', ' anxious']",hopeful,
